,accessibilité,adresse,alt,architecte,artiste,bouches,code,construction,corresp 1,corresp 2,corresp 3,corresp 4,corresp 5,exploitant,fermeture,géolocalisation,image,latitude,ligne,ligne  1,ligne 1,ligne 2,ligne 3,ligne 4,ligne 5,longitude,longueur,légende,mise en service,nom,nom inaugural,pays,position,propriétaire,quais,quartier,station précédente 1,station précédente 2,station précédente 3,station précédente 4,station précédente 5,station suivante 1,station suivante 2,station suivante 3,station suivante 4,station suivante 5,subdivision,taille image,titre corresp 1,titre corresp 2,titre corresp 3,titre corresp 4,titre corresp 5,titre quartier,titre subdivision,transit,url,ville,voies,zone
Saint-Fargeau (métro de Paris),,,,,,,24-08,,['Bus RATP/correspondances nombreuses avec intitulé|61|64|96'],,,,,RATP,,Paris/20e arrondissement de Paris,Entrée station Saint-Fargeau.JPG,48.87208261362324,['Métro de Paris/correspondance|3bis'],,['Métro de Paris/correspondance|3 bis'],,,,,2.4045199155807495,,L'édicule d'entrée de la station.,"['Date|27|novembre|1921|dans les chemins de fer', 'Métro de Paris/correspondance|3', 'Date|27|mars|1971|dans les chemins de fer', 'Métro de Paris/correspondance|3bis']",Saint-Fargeau,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Porte des Lilas (métro de Paris)|Porte des Lilas'],,,,,['Pelleport (métro de Paris)|Pelleport'],,,,,,,Bus RATP,,,,,Arrondissement,,['formatnum:884413'],https://fr.wikipedia.org/w/index.php?title=Saint-Fargeau_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-François-Xavier (métro de Paris),,,,,,,206.0,,['Bus RATP/correspondances nombreuses avec intitulé|82|87|92'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/7e arrondissement de Paris,"Saint-François-Xavier (métro, entrée).jpg",48.851950779145,['Métro de Paris/correspondances|13'],,,,,,,2.3144754767417908,,L'entrée de la station.,"['30 décembre dans les chemins de fer|30 décembre', '1923 dans les chemins de fer|1923', 'Métro de Paris/correspondances|10', '27 juillet dans les chemins de fer|27 juillet', '1937 dans les chemins de fer|1937', 'Métro de Paris/correspondances|ancienne 14', '9 novembre dans les chemins de fer|9 novembre', '1976 dans les chemins de fer|1976', 'Métro de Paris/correspondances|13']",Saint-François-Xavier,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Varenne (métro de Paris)|Varenne'],,,,,['Duroc (métro de Paris)|Duroc'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1837976'],https://fr.wikipedia.org/w/index.php?title=Saint-Fran%C3%A7ois-Xavier_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Georges (métro de Paris),,,,,,,3110.0,,['Bus RATP/correspondances nombreuses avec intitulé|40|74'],,,,,RATP,,Paris/9e arrondissement de Paris,Saint-Georges - Paris Métro - platform.jpg,48.8784492150952,['Métro de Paris/correspondance|12'],,['Métro de Paris/correspondance|12'],,,,,2.3373815417289734,,"['MF 67', ""Mairie d'Issy (métro de Paris)|Mairie d'Issy""]","['8 avril dans les chemins de fer|8 avril', '1911 dans les chemins de fer|1911']",Saint-Georges,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Pigalle (métro de Paris)|Pigalle'],,,,,['Notre-Dame-de-Lorette (métro de Paris)|Notre-Dame-de-Lorette'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1279016'],https://fr.wikipedia.org/w/index.php?title=Saint-Georges_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Germain-des-Prés (métro de Paris),,,,,,,02-15,,"['Bus RATP/correspondances nombreuses avec intitulé|39|63|70|86|87', 'Bus RATP/correspondance|95', 'Bus RATP/correspondance|96', 'Bus RATP/correspondance|OpenTour']",['Noctilien/correspondances avec intitulé|N01|N02|N12|N13'],,,,RATP,,Paris/6e arrondissement de Paris,Metro Paris - Ligne 4 - station Saint-Germain-des-Pres 01.jpg,48.853773900269054,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.3332804441452026,,"La station en juillet 2008, alors dotée de vitrines et d'extraits d'œuvres littéraires projetées sur la voûte.","['9 janvier dans les chemins de fer|9 janvier', '1910 dans les chemins de fer|1910']",Saint-Germain-des-Prés,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Odéon (métro de Paris)|Odéon'],,,,,['Saint-Sulpice (métro de Paris)|Saint-Sulpice'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4498265'],https://fr.wikipedia.org/w/index.php?title=Saint-Germain-des-Pr%C3%A9s_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Saint-Jacques (métro de Paris),,,,,,,1507 ou 1509,,['Bus RATP/correspondances nombreuses avec intitulé|64|216|Orlybus'],,,,,RATP,,Paris/14e arrondissement de Paris,Saint-Jacques métro Entrée.jpg,48.832912582489485,['Métro de Paris/correspondances|6'],,['Métro de Paris/correspondance|6'],,,,,2.3370811343193054,,Entrée de la station.,['date|24|avril|1906|dans les chemins de fer'],Saint-Jacques,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Denfert-Rochereau (métro de Paris)|Denfert-Rochereau'],,,,,['Glacière (métro de Paris)|Glacière'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2070465'],https://fr.wikipedia.org/w/index.php?title=Saint-Jacques_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Marcel (métro de Paris),,,,,,,09-04,,['Bus RATP/correspondances nombreuses avec intitulé|24|57|91'],['Noctilien/correspondances avec intitulé|N31'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/13e arrondissement de Paris,Metro 5 Saint-Marcel.jpg,48.83798837714302,['Métro de Paris/correspondance|5'],,['Métro de Paris/correspondance|5'],,,,,2.360416352748871,,"[""Place d'Italie (métro de Paris)|''Place d'Italie''""]",['date|2|juin|1906|dans les chemins de fer'],Saint-Marcel,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],"[""Gare d'Austerlitz (métro de Paris)|Gare d'Austerlitz""]",,,,,['Campo-Formio (métro de Paris)|Campo-Formio'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1853989'],https://fr.wikipedia.org/w/index.php?title=Saint-Marcel_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Michel (métro de Paris),,,,,,,101.0,,"['RER/correspondances avec intitulé|C', 'Gare de Saint-Michel - Notre-Dame|Saint-Michel - Notre-Dame']","['Bus RATP/correspondances nombreuses avec intitulé|21|27|38|87', 'Bus RATP/correspondances|96|OpenTour']","['Noctilien/correspondances avec intitulé|N12|N13|N14|N21', 'Noctilien/correspondances|N122|N145']",,,RATP,,Paris/6e arrondissement de Paris/5e arrondissement de Paris,11725735 ba634eead9 o Metro de Paris ligne 4 Saint Michel.jpg,48.853650360760284,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.343928813934326,,Vue des quais de la station<br/>depuis le puits d'accès.,"['9 juillet dans les chemins de fer|9 juillet', '1910 dans les chemins de fer|1910']",Saint-Michel,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['Cité (métro de Paris)|Cité'],,,,,['Odéon (métro de Paris)|Odéon'],,,,,,,"[""Réseau express régional d'Île-de-France|RER""]",Bus,Noctilien,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:8797595'],https://fr.wikipedia.org/w/index.php?title=Saint-Michel_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Paul (métro de Paris),,,,,,,1210.0,,"['Bus RATP/correspondances nombreuses avec intitulé|67|69|76|96', 'Bus RATP/correspondances|OpenTour']",['Noctilien/correspondances avec intitulé|N11|N16'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/4e arrondissement de Paris,St-Paul (2) par Cramos.JPG,48.8551436006388,['Métro de Paris/correspondance|1'],,['Métro de Paris/correspondance|1'],,,,,2.36065335403361,,Quais de la station.,['Date|6|août|1900|dans les chemins de fer'],Saint-Paul<br /><small>''Le Marais''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Hôtel de Ville (métro de Paris)|Hôtel de Ville'],,,,,['Bastille (métro de Paris)|Bastille'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:6515486'],https://fr.wikipedia.org/w/index.php?title=Saint-Paul_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Philippe du Roule (métro de Paris),,,,,,,18-05,,['Bus RATP/correspondances nombreuses avec intitulé|28|32|52|80|93'],,,,,RATP,,Paris/8e arrondissement de Paris,Metro 9 Saint-Philippe du Roule.JPG,48.8719414772291,['Métro de Paris/correspondance|9'],,['Métro de Paris/correspondance|9'],,,,,2.3100364208221436,,,['date|27|mai|1923|dans les chemins de fer'],Saint-Philippe du Roule,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Franklin D. Roosevelt (métro de Paris)|Franklin D. Roosevelt'],,,,,['Miromesnil (métro de Paris)|Miromesnil'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2833206'],https://fr.wikipedia.org/w/index.php?title=Saint-Philippe_du_Roule_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Saint-Placide (métro de Paris),,,,,,,412.0,,['Bus RATP/correspondances nombreuses avec intitulé|39|89|94|95|96'],['Noctilien/correspondances avec intitulé|N01|N02|N12|N13'],,,,RATP,,Paris/6e arrondissement de Paris,Paris Saint Placide Metro 280109.jpg,48.84684462775155,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.3269128799438477,,"[""Aménagement des stations du métro de Paris#Totem Val d'Osne|Candélabre Val d'Osne""]",['Date|9 janvier 1910|dans les chemins de fer'],Saint-Placide,Vaugirard,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Saint-Sulpice (métro de Paris)|Saint-Sulpice'],,,,,['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3287084'],https://fr.wikipedia.org/w/index.php?title=Saint-Placide_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Sébastien - Froissart (métro de Paris),,,,,,,08-13,,['Bus RATP/correspondances avec intitulé|91'],['Noctilien/correspondances avec intitulé|N01|N02'],,,,RATP,,Paris/11e arrondissement de Paris/3e arrondissement de Paris,Jielbeaumadier metro st-sebastien-froissart 1 paris 2010.jpg,48.860479873286096,['Métro de Paris/correspondance|8'],,['Métro de Paris/correspondance|8'],,,,,2.367357909679413,,['boulevard des Filles-du-Calvaire'],['date|5|mai|1931|dans les chemins de fer'],Saint-Sébastien - Froissart,Saint-Sébastien,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['Filles du Calvaire (métro de Paris)|Filles du Calvaire'],,,,,['Chemin Vert (métro de Paris)|Chemin Vert'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1783783'],https://fr.wikipedia.org/w/index.php?title=Saint-S%C3%A9bastien_-_Froissart_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Saint-Sulpice (métro de Paris),,,,,,,02-12,,"['Bus RATP/correspondances nombreuses avec intitulé|39|63|70|84', 'Bus RATP/correspondances|86|95|96']",['Noctilien/correspondances avec intitulé|N01|N02|N12|N13'],,,,RATP,,Paris/6e arrondissement de Paris,Saint-Sulpice metro 02.jpg,48.850909470109436,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.330651879310608,,"[""Porte d'Orléans (métro de Paris)|''Porte d'Orléans''""]","['9 janvier dans les chemins de fer|9 janvier', '1910 dans les chemins de fer|1910']",Saint-Sulpice,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Saint-Germain-des-Prés (métro de Paris)|Saint-Germain-des-Prés'],,,,,['Saint-Placide (métro de Paris)|Saint-Placide'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2551607'],https://fr.wikipedia.org/w/index.php?title=Saint-Sulpice_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Ségur (métro de Paris),,,,,,,204.0,,,,,,,['Régie autonome des transports parisiens|RATP'],,Paris/15e arrondissement de Paris/7e arrondissement de Paris,Ségur metro 03.jpg,48.84743416507783,['Métro de Paris/correspondance|10'],,,,,,,2.306852638721466,,"[""Boulogne - Pont de Saint-Cloud (métro de Paris)|''Boulogne''""]",['Date|29|septembre|1937|dans les chemins de fer'],Ségur<br /><small>''UNESCO''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['La Motte-Picquet - Grenelle (métro de Paris)|La Motte-Picquet - Grenelle'],,,,,['Duroc (métro de Paris)|Duroc'],,,,,,,,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1604694'],https://fr.wikipedia.org/w/index.php?title=S%C3%A9gur_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Sentier (métro de Paris),,,,,,,1113.0,,['Bus RATP/correspondances avec intitulé|20|39'],,,,,RATP,,Paris/2e arrondissement de Paris,Metro de Paris - Ligne 3 - Sentier 03.jpg,48.867569,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.346387,,Intérieur de la station.,['Date|20|novembre|1904|dans les chemins de fer'],Sentier,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Bourse (métro de Paris)|Bourse'],,,,,['Réaumur - Sébastopol (métro de Paris)|Réaumur - Sébastopol'],,,,,,,Bus RATP,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3568784'],https://fr.wikipedia.org/w/index.php?title=Sentier_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Sèvres - Babylone (métro de Paris),,,,,,,209.0,,['Bus RATP/correspondances avec intitulé|63|68|70|83|84|86|94'],,,,,RATP,,Paris/7e arrondissement de Paris/6e arrondissement de Paris,Entrée Métro Station Sèvres Babylone Paris.jpg,48.85150954914697,['Métro de Paris/correspondances|10|12'],,['Métro de Paris/correspondance|10'],['Métro de Paris/correspondance|12'],,,,2.326655387878418,,Un des accès de la station.,"['Métro de Paris/correspondances|12', 'Date|5|novembre|1910|dans les chemins de fer', 'Métro de Paris/correspondances|10', 'Date|30|décembre|1923|dans les chemins de fer']",Sèvres - Babylone,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e']",['Vaneau (métro de Paris)|Vaneau'],['Rue du Bac (métro de Paris)|Rue du Bac'],,,,['Mabillon (métro de Paris)|Mabillon'],['Rennes (métro de Paris)|Rennes'],,,,,,Bus RATP,,,,,Arrondissement,,['formatnum:5540265'],https://fr.wikipedia.org/w/index.php?title=S%C3%A8vres_-_Babylone_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Sèvres - Lecourbe (métro de Paris),,,,,,,02-03,,['Bus RATP/correspondances avec intitulé|39|70|89'],['Noctilien/correspondances avec intitulé|N12|N13|N61|N62'],,,,RATP,,Paris/15e arrondissement de Paris,P1380565 Paris XV metro Sevres-Lecourbe rwk.jpg,48.84563375985922,['Métro de Paris/correspondances|6'],,['Métro de Paris/correspondance|6'],,,,,2.309475839138031,,['boulevard Garibaldi'],['date|24|avril|1906|dans les chemins de fer'],Sèvres - Lecourbe,Suffren,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Cambronne (métro de Paris)|Cambronne'],,,,,['Pasteur (métro de Paris)|Pasteur'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",['Noctilien'],,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2408327'],https://fr.wikipedia.org/w/index.php?title=S%C3%A8vres_-_Lecourbe_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Simplon (métro de Paris),,,,,,,20-10,,['Bus RATP/correspondances nombreuses avec intitulé|56|85'],['Noctilien/correspondances avec intitulé|N14|N44'],,,,RATP,,Paris/18e arrondissement de Paris,Paris - métro Simplon.JPG,48.8946326891969,['Métro de Paris/correspondance|4'],,['Métro de Paris/correspondance|4'],,,,,2.34709106533484,,,"['14 mai dans les chemins de fer|14 mai', '1908 dans les chemins de fer|1908']",Simplon,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Porte de Clignancourt (métro de Paris)|Porte de Clignancourt'],,,,,['Marcadet - Poissonniers (métro de Paris)|Marcadet - Poissonniers'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3083837'],https://fr.wikipedia.org/w/index.php?title=Simplon_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Solférino (métro de Paris),,,,,,,1014.0,,"['RER/correspondances avec intitulé|C', ""Gare du musée d'Orsay|Musée d'Orsay""]",['Bus RATP/correspondances nombreuses avec intitulé|63|68|69|73|83|84|87|94'],['Noctilien/correspondances avec intitulé|N02'],,,['Régie autonome des transports parisiens|RATP'],,Paris/7e arrondissement de Paris,Solférino entrance.jpg,48.8582493546056,['Métro de Paris/correspondance|12'],,['Métro de Paris/correspondance|12'],,,,,2.3232248425483704,,['place Jacques-Bainville'],"['5 novembre dans les chemins de fer|5 novembre', '1910 dans les chemins de fer|1910']",Solférino<br /><small>''Musée d'Orsay''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Assemblée nationale (métro de Paris)|Assemblée nationale'],,,,,['Rue du Bac (métro de Paris)|Rue du Bac'],,,,,,,"[""Réseau express régional d'Île-de-France|RER""]",Bus,Noctilien,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2632023'],https://fr.wikipedia.org/w/index.php?title=Solf%C3%A9rino_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Stalingrad (métro de Paris),,,,,,,22-11,,['Bus RATP/correspondances avec intitulé|48|54'],['Noctilien/correspondances avec intitulé|N13|N41|N42|N45'],,,,RATP,,Ligne 2 du métro de Paris/Paris/19e arrondissement de Paris/10e arrondissement de Paris,Stalingrad (métro Paris) 5 quai Bobigny par Cramos.JPG,48.88426294845647,['Métro de Paris/correspondances|2|5|7'],,['Métro de Paris/correspondance|2'],['Métro de Paris/correspondance|5'],['Métro de Paris/correspondance|7'],,,2.3658236861228943,,Un quai de la ligne 5.,"['Métro de Paris/correspondance|2', 'Date|31|janvier|1903|dans les chemins de fer', 'Métro de Paris/correspondance|7', 'Date|5|novembre|1910|dans les chemins de fer', 'Métro de Paris/correspondance|5', 'Date|12|octobre|1942|dans les chemins de fer']",Stalingrad,,['France'],,['Régie autonome des transports parisiens|RATP'],6.0,"['e', 'e']",['La Chapelle (métro de Paris)|La Chapelle'],['Jaurès (métro de Paris)|Jaurès'],['Riquet (métro de Paris)|Riquet'],,,['Jaurès (métro de Paris)|Jaurès'],['Gare du Nord (métro de Paris)|Gare du Nord'],['Louis Blanc (métro de Paris)|Louis Blanc'],,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:7588899'],https://fr.wikipedia.org/w/index.php?title=Stalingrad_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],6.0,1.0
Strasbourg - Saint-Denis (métro de Paris),,,,,,,1110.0,,['Bus RATP/correspondances nombreuses avec intitulé|20|38|39'],['Noctilien/correspondances avec intitulé|N13|N14'],,,,RATP,,Paris/10e arrondissement de Paris/3e arrondissement de Paris/2e arrondissement de Paris,Metro de Paris - Ligne 9 - Strasbourg - Saint-Denis 01.jpg,48.869591497765406,['Métro de Paris/correspondances|4|8|9'],,['Métro de Paris/correspondance|4'],['Métro de Paris/correspondance|8'],['Métro de Paris/correspondance|9'],,,2.3540085554122925,,"Quai de la ligne 9, direction ''Pont de Sèvres''.","['21 avril dans les chemins de fer|21 avril', '1908 dans les chemins de fer|1908', 'Métro de Paris/correspondances|4', '5 mai dans les chemins de fer|5 mai', '1931 dans les chemins de fer|1931', 'Métro de Paris/correspondances|8', '10 décembre dans les chemins de fer|10 décembre', '1933 dans les chemins de fer|1933', 'Métro de Paris/correspondances|9']",Strasbourg - Saint-Denis,,['France'],,['Régie autonome des transports parisiens|RATP'],6.0,"['e', 'e', 'e']","[""Château d'Eau (métro de Paris)|Château d'Eau""]",['Bonne-Nouvelle (métro de Paris)|Bonne-Nouvelle'],['Bonne-Nouvelle (métro de Paris)|Bonne-Nouvelle'],,,['Réaumur - Sébastopol (métro de Paris)|Réaumur - Sébastopol'],['République (métro de Paris)|République'],['République (métro de Paris)|République'],,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:9751180'],https://fr.wikipedia.org/w/index.php?title=Strasbourg_-_Saint-Denis_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],6.0,
Sully - Morland (métro de Paris),,,,,,,1208.0,,['Bus RATP/correspondances avec intitulé|67|72|86|87'],,,,,RATP,,Paris/4e arrondissement de Paris,Metro-Paris-Rame-MF77-ligne.jpg,48.85142483254237,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.3618942499160767,,['MF 77'],['Date|3|juin|1930|dans les chemins de fer'],Sully - Morland,Pont Sully,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Pont Marie (métro de Paris)|Pont Marie'],,,,,['Jussieu (métro de Paris)|Jussieu'],,,,,,,Bus RATP,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1575223'],https://fr.wikipedia.org/w/index.php?title=Sully_-_Morland_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Télégraphe (métro de Paris),,,,,,,23-15,,['Bus RATP/correspondances nombreuses avec intitulé|20|60'],['Noctilien/correspondances avec intitulé|N12|N23'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/20e arrondissement de Paris/19e arrondissement de Paris,Télégraphe (Paris métro) quai Châtelet par Cramos.JPG,48.87546271130959,['Métro de Paris/correspondance|11'],,,,,,,2.3984339833259583,,"[""Châtelet (métro de Paris)|''Châtelet''""]","['28 avril dans les chemins de fer|28 avril', '1935 dans les chemins de fer|1935']",Télégraphe,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['Place des Fêtes (métro de Paris)|Place des Fêtes'],,,,,['Porte des Lilas (métro de Paris)|Porte des Lilas'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2506008'],https://fr.wikipedia.org/w/index.php?title=T%C3%A9l%C3%A9graphe_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Temple (métro de Paris),,,,,,,08-06,,['Bus RATP/correspondances avec intitulé|20|75'],['Noctilien/correspondances avec intitulé|N12|N23'],,,,RATP,,Paris/3e arrondissement de Paris,"Temple Metro, Paris.jpg",48.866488,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.360595,,,['Date|19|octobre|1904|dans les chemins de fer'],Temple,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Arts et Métiers (métro de Paris)|Arts et Métiers'],,,,,['République (métro de Paris)|République'],,,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1207453'],https://fr.wikipedia.org/w/index.php?title=Temple_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Ternes (métro de Paris),,,,,,,1814.0,,['Bus RATP/correspondances avec intitulé|30|31|43|341'],,,,,RATP,,Ligne 2 du métro de Paris/Paris/17e arrondissement de Paris/8e arrondissement de Paris,Ternes - Travaux.JPG,48.878178,['Métro de Paris/correspondance|2'],,['Métro de Paris/correspondance|2'],,,,,2.298671,,La station Ternes en travaux en mars 2008.,['Date|7|octobre|1902|dans les chemins de fer'],Ternes,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['Charles de Gaulle - Étoile (métro de Paris)|Charles de Gaulle - Étoile'],,,,,['Courcelles (métro de Paris)|Courcelles'],,,,,,,Bus RATP,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3928660'],https://fr.wikipedia.org/w/index.php?title=Ternes_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Tolbiac (métro de Paris),,,,,,,1410.0,,"['Bus RATP/correspondances avec intitulé|47|62', 'Bus RATP/correspondances|Traverse Bièvre Montsouris']",,,,,RATP,,Paris/13e arrondissement de Paris,Metro 7 Tolbiac quais.JPG,48.826665,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.357678,,La station au niveau des quais.,"['Date|7|mars|1930|dans les chemins de fer', 'Métro de Paris/correspondances|10', 'Date|26|avril|1931|dans les chemins de fer', 'Métro de Paris/correspondances|7']",Tolbiac,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],"[""Place d'Italie (métro de Paris)|Place d'Italie""]",,,,,['Maison Blanche (métro de Paris)|Maison Blanche'],,,,,,,Bus RATP,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3582639'],https://fr.wikipedia.org/w/index.php?title=Tolbiac_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Trinité - d'Estienne d'Orves (métro de Paris),,,,,,,31-08,,"['Bus RATP/correspondances avec intitulé|21|26|43|68', 'Bus RATP/correspondances|OpenTour']",['Noctilien/correspondances avec intitulé|N01'],,,,RATP,,Paris/9e arrondissement de Paris,Metro paris trinite d'estienne d'orves.jpg,48.876302407887714,['Métro de Paris/correspondance|12'],,['Métro de Paris/correspondance|12'],,,,,2.333197295665741,,Une des plaques de la station avant le décarrossage.,['Date|5|novembre|1910|dans les chemins de fer'],Trinité - d'Estienne d'Orves,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Notre-Dame-de-Lorette (métro de Paris)|Notre-Dame-de-Lorette'],,,,,['Saint-Lazare (métro de Paris)|Saint-Lazare'],,,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['Unité|1802492|voyageurs'],https://fr.wikipedia.org/w/index.php?title=Trinit%C3%A9_-_d%27Estienne_d%27Orves_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
